sweep,condition,seed,git_commit,timestamp,phi_spectral_mean,phi_norm_mean,polarization_mean,milling_score_mean,angular_momentum_norm_mean,local_density_mean,LCC_fraction_mean,snap_TP_0_mean,snap_MP_0_mean,snap_B_base_0_mean,snap_B_prev_0_mean,snap_TP_1_mean,snap_MP_1_mean,snap_B_base_1_mean,snap_B_prev_1_mean,snap_TP_2_mean,snap_MP_2_mean,snap_B_base_2_mean,snap_B_prev_2_mean,traj_TP_0_mean,traj_MP_0_mean,traj_B_base_0_mean,traj_B_prev_0_mean,traj_TP_1_mean,traj_MP_1_mean,traj_B_base_1_mean,traj_B_prev_1_mean,traj_TP_2_mean,traj_MP_2_mean,traj_B_base_2_mean,traj_B_prev_2_mean,phi_saturation_ratio
leadership_sweep,lambda_0.0,0,1dcb009618f3e6c93e0788f36825fb9960114eeb,2026-04-21T20:46:41.828027+00:00,125.1157906520633,0.3468871888240166,0.6136631833161388,0.7744011474044129,17.68029983637868,0.005199524606662912,0.7250000000000003,99.30045603095523,39.998589854086596,15.866580932371077,4.751519680023193,1.4565524016657183,0.38293206691741943,1.2357444763183594,0.13321068017713486,0.19332809986606722,0.15076887607574463,0.07538443803787231,0.06605409422228413,330.4503795812207,15.830970702632781,5.0048643389055805,2.5042369750238236,2.701186833843108,0.8828852330484698,0.8097316988052861,0.4466783692759852,0.14378541515719506,0.08750887840024886,0.36717653274536133,0.06077003479003906,0.09403592422548772
leadership_sweep,lambda_0.0,1,1dcb009618f3e6c93e0788f36825fb9960114eeb,2026-04-21T20:47:20.012878+00:00,158.22875379049384,0.4641779804845426,0.8052392064427142,0.8586945257824075,18.156061168876796,0.006420130713262204,0.8249999999999997,104.84754204353497,43.624335381292525,19.53508807766822,3.986365164479902,1.3223385330169433,0.388637492733617,1.9572534561157227,0.16243927324971846,0.18130713124429026,0.1260556367135817,0.06302781835679085,0.06833241831871771,307.7548889306284,15.703968448023643,5.459026413579141,2.717476221822923,1.756670828788511,0.7076963686173962,0.6155866115323959,0.4118184158878942,0.1020916969545426,0.03287592241840978,0.6536430235831968,0.026957927211638418,0.12583170208147598
leadership_sweep,lambda_0.0,2,1dcb009618f3e6c93e0788f36825fb9960114eeb,2026-04-21T20:47:58.225995+00:00,113.14930574641967,0.30493106353915006,0.6366434795571374,0.8310768057035886,14.120353950207717,0.003711480437826895,0.5749999999999998,118.6409335523363,35.9324523556617,12.642092766300324,4.195060083943028,1.4019558218217665,0.40414548304773146,1.5664043426513672,0.15527356440021145,0.134413234649166,0.09219251140471428,0.04609625570235714,0.05246515812412385,337.7928062715838,16.03732527455976,4.526435852050781,2.65149889838311,2.2657279352987967,0.8246595628799931,0.9855331144025249,0.5116943543957125,0.03708694827172064,0.031246985158612652,0.3356924057006836,0.02724384492443454,0.08266224671534952
leadership_sweep,lambda_0.0,3,1dcb009618f3e6c93e0788f36825fb9960114eeb,2026-04-21T20:48:36.135292+00:00,103.71492817693994,0.26480702509706827,0.6253600240024181,0.8127242866839388,19.295692476661173,0.004046514428111431,0.5500000000000002,99.24221772267934,36.30862998962402,13.84083338706724,2.8373493917526735,1.2321715835602052,0.34290424854524676,0.4267711639404297,0.1378317456091604,0.13892480634873913,0.12097521751157699,0.06048760875578849,0.06464988185513404,326.7747224107865,15.38355593527517,4.6742146707350205,3.092239741356142,1.575907907178325,0.6187274071478075,0.8500717839887065,0.37020054171162264,0.018735270346364668,0.01298738295032132,0.18732929229736328,0.01298738295032132,0.07178522052319938
leadership_sweep,lambda_0.0,4,1dcb009618f3e6c93e0788f36825fb9960114eeb,2026-04-21T20:49:14.229055+00:00,131.8599656566202,0.3712789478204481,0.6249962353225766,0.7327195403468395,10.611356029790597,0.005802583863913585,0.7693548387096775,63.945075160252955,28.26839925396827,19.59390578731414,4.588000832065459,1.538294941186905,0.39421097693904755,0.21267370062489663,0.15069949242376512,0.12973741562135757,0.1037822961807251,0.05189114809036255,0.052225989680136406,301.92523570214547,14.67372614337552,5.325328273157919,2.957639974932517,1.6231456495100451,0.7012974523728893,0.5137081684604767,0.399910488436299,0.07813407528784967,0.033507347106933594,0.11684934554561492,0.023959129087386594,0.10064816496141883
leadership_sweep,lambda_0.0,5,1dcb009618f3e6c93e0788f36825fb9960114eeb,2026-04-21T20:49:53.161287+00:00,87.78707770333759,0.23631253556521148,0.6015981684077467,0.7887879334489664,12.058424380491795,0.0037473673104789188,0.5749999999999998,98.92437311568328,38.47083534732942,13.622338141164471,3.6105345449139996,1.3122275183277745,0.3449235193191036,0.5593338012695312,0.14075726847494802,0.09578090329324046,0.07868887532141901,0.039344437660709504,0.044785661082113945,353.78109343590273,15.573826851383332,4.0178773403167725,2.8593147031722532,1.7768422942007742,0.7013449822702715,1.0548331660609092,0.45039832976556593,0.0852917701967301,0.0550392827680034,0.1503172843686996,0.04342606759840442,0.06406079095419327
leadership_sweep,lambda_0.0,6,1dcb009618f3e6c93e0788f36825fb9960114eeb,2026-04-21T20:50:32.797901+00:00,173.41165022271574,0.4493269428265953,0.8730646823523215,0.8076731581504973,21.346669643869134,0.007975366505250313,0.9250000000000003,71.6308568069531,40.3686202879875,14.166432842131584,3.6441667887472335,1.877191166723928,0.4022607611071679,2.634906768798828,0.14608273006254627,0.21648385447840537,0.13587901669163857,0.06793950834581929,0.08120460856345392,297.82979466453673,15.857571324994487,5.418549460749472,2.659202952538767,2.691540833442442,0.9168375230604603,0.679328195510372,0.4739333737281061,0.060079297711772305,0.038082984185987906,0.31911963801230153,0.03563760942028415,0.12180580808231453
leadership_sweep,lambda_0.0,7,1dcb009618f3e6c93e0788f36825fb9960114eeb,2026-04-21T20:51:10.809852+00:00,189.2588902526722,0.4905057799559118,0.9437406040630563,0.8768723374015237,26.009413320206693,0.00853519401757603,0.9870967741935485,35.523862071335316,2.055267495493735,15.379916191101074,0.3651437615194628,2.320420845862358,0.4727106132814961,1.8265190124511719,0.1727192594159034,0.2039383880553707,0.1421458874979327,0.07107294374896635,0.09273747282643471,291.4494913431906,10.342556953430176,5.805881331043858,2.6572640749715988,1.974065403784475,0.6913262105757191,1.5495406889146375,0.4144046498883155,0.02564608666204637,0.019207616006174395,0.11473621860627205,0.020183732432703817,0.13296877440895682
leadership_sweep,lambda_0.0,8,1dcb009618f3e6c93e0788f36825fb9960114eeb,2026-04-21T20:51:48.783783+00:00,164.8942774966277,0.4169601035072881,0.9178548911630522,0.6480889126491031,15.11352415080845,0.00856036681049045,0.964516129032258,71.7908502317244,34.03696101327096,20.161433281437045,4.114995031587539,1.7935966608985778,0.4575001731995613,3.3110780715942383,0.1437588007219376,0.30605540737029047,0.1928623337899485,0.09643116689497425,0.08069393327159266,350.1999962176046,15.363339270314862,5.842458948012321,2.498601794242859,3.4722607289591143,0.9092140351572344,0.8024427813868369,0.46188655976326237,0.34411864126882247,0.11849080362627583,0.139823975101594,0.07577553103047033,0.11303164245236672
leadership_sweep,lambda_0.0,9,1dcb009618f3e6c93e0788f36825fb9960114eeb,2026-04-21T20:52:27.635435+00:00,103.06131819970354,0.2709214482326572,0.607100377204226,0.8181000053425934,13.093542857429531,0.0044981037440586106,0.6056451612903225,76.73903222670478,37.91544218986265,16.128907572838568,4.537722927908743,1.4244885925323731,0.378439111094321,0.888758659362793,0.1492778274320787,0.11845265665361958,0.09991509683670537,0.04995754841835268,0.04726975194869503,331.8750708756908,15.372411697141585,4.707570414389333,2.538633285030242,1.578817859772713,0.6513221648431593,0.5548142387020972,0.38793361571527296,0.010826633822533393,0.010826633822533393,0.06516771931802073,0.017554944561373804,0.0734427491065121
