scenario,surrogate_mean,surrogate_95ci_lo,surrogate_95ci_hi,z_score,surrogate_std,shuffle_idx,kind,phi_spectral_mean,parquet_phi_mean,parquet_match
alignment_wa_0.6,116.07672630143998,114.04443794146012,118.53422426190413,32.90638769391432,1.521582951476462,-1,observed,166.14652481117486,166.14652481117486,True
alignment_wa_0.6,116.07672630143998,114.04443794146012,118.53422426190413,32.90638769391432,1.521582951476462,0,surrogate,115.30231211919033,,
alignment_wa_0.6,116.07672630143998,114.04443794146012,118.53422426190413,32.90638769391432,1.521582951476462,1,surrogate,115.23722303258388,,
alignment_wa_0.6,116.07672630143998,114.04443794146012,118.53422426190413,32.90638769391432,1.521582951476462,2,surrogate,118.56972040185113,,
alignment_wa_0.6,116.07672630143998,114.04443794146012,118.53422426190413,32.90638769391432,1.521582951476462,3,surrogate,114.59132831030641,,
alignment_wa_0.6,116.07672630143998,114.04443794146012,118.53422426190413,32.90638769391432,1.521582951476462,4,surrogate,113.88566331824669,,
alignment_wa_0.6,116.07672630143998,114.04443794146012,118.53422426190413,32.90638769391432,1.521582951476462,5,surrogate,116.45645562735773,,
alignment_wa_0.6,116.07672630143998,114.04443794146012,118.53422426190413,32.90638769391432,1.521582951476462,6,surrogate,116.50590068059631,,
alignment_wa_0.6,116.07672630143998,114.04443794146012,118.53422426190413,32.90638769391432,1.521582951476462,7,surrogate,118.41195977986446,,
alignment_wa_0.6,116.07672630143998,114.04443794146012,118.53422426190413,32.90638769391432,1.521582951476462,8,surrogate,115.41938391937786,,
alignment_wa_0.6,116.07672630143998,114.04443794146012,118.53422426190413,32.90638769391432,1.521582951476462,9,surrogate,116.3873158250251,,
