scenario,surrogate_mean,surrogate_95ci_lo,surrogate_95ci_hi,z_score,surrogate_std,shuffle_idx,kind,phi_spectral_mean,parquet_phi_mean,parquet_match
milling_mu_0.8,620.2331339541678,616.7885000923061,623.831322443241,15.448669707751785,2.601934692577416,-1,observed,660.429563620937,660.429563620937,True
milling_mu_0.8,620.2331339541678,616.7885000923061,623.831322443241,15.448669707751785,2.601934692577416,0,surrogate,621.4050051246329,,
milling_mu_0.8,620.2331339541678,616.7885000923061,623.831322443241,15.448669707751785,2.601934692577416,1,surrogate,621.6108462722133,,
milling_mu_0.8,620.2331339541678,616.7885000923061,623.831322443241,15.448669707751785,2.601934692577416,2,surrogate,617.3589121953606,,
milling_mu_0.8,620.2331339541678,616.7885000923061,623.831322443241,15.448669707751785,2.601934692577416,3,surrogate,617.7018367923469,,
milling_mu_0.8,620.2331339541678,616.7885000923061,623.831322443241,15.448669707751785,2.601934692577416,4,surrogate,624.234960345598,,
milling_mu_0.8,620.2331339541678,616.7885000923061,623.831322443241,15.448669707751785,2.601934692577416,5,surrogate,618.120752960396,,
milling_mu_0.8,620.2331339541678,616.7885000923061,623.831322443241,15.448669707751785,2.601934692577416,6,surrogate,622.3661229977857,,
milling_mu_0.8,620.2331339541678,616.7885000923061,623.831322443241,15.448669707751785,2.601934692577416,7,surrogate,620.4689921619291,,
milling_mu_0.8,620.2331339541678,616.7885000923061,623.831322443241,15.448669707751785,2.601934692577416,8,surrogate,622.4410141129005,,
milling_mu_0.8,620.2331339541678,616.7885000923061,623.831322443241,15.448669707751785,2.601934692577416,9,surrogate,616.622896578516,,
