scenario,surrogate_mean,surrogate_95ci_lo,surrogate_95ci_hi,z_score,surrogate_std,shuffle_idx,kind,phi_spectral_mean,parquet_phi_mean,parquet_match
disabled_interaction,75.39748426294165,74.89113665565247,75.81354913326132,3.1155009975714716,0.3167481470551814,-1,observed,76.38431343107098,,
disabled_interaction,75.39748426294165,74.89113665565247,75.81354913326132,3.1155009975714716,0.3167481470551814,0,surrogate,75.45426634759266,,
disabled_interaction,75.39748426294165,74.89113665565247,75.81354913326132,3.1155009975714716,0.3167481470551814,1,surrogate,75.27444583608124,,
disabled_interaction,75.39748426294165,74.89113665565247,75.81354913326132,3.1155009975714716,0.3167481470551814,2,surrogate,75.52243643285584,,
disabled_interaction,75.39748426294165,74.89113665565247,75.81354913326132,3.1155009975714716,0.3167481470551814,3,surrogate,75.4446699199066,,
disabled_interaction,75.39748426294165,74.89113665565247,75.81354913326132,3.1155009975714716,0.3167481470551814,4,surrogate,75.83831268524185,,
disabled_interaction,75.39748426294165,74.89113665565247,75.81354913326132,3.1155009975714716,0.3167481470551814,5,surrogate,75.72825245421726,,
disabled_interaction,75.39748426294165,74.89113665565247,75.81354913326132,3.1155009975714716,0.3167481470551814,6,surrogate,74.98027146171242,,
disabled_interaction,75.39748426294165,74.89113665565247,75.81354913326132,3.1155009975714716,0.3167481470551814,7,surrogate,75.20641211697591,,
disabled_interaction,75.39748426294165,74.89113665565247,75.81354913326132,3.1155009975714716,0.3167481470551814,8,surrogate,75.66051656610077,,
disabled_interaction,75.39748426294165,74.89113665565247,75.81354913326132,3.1155009975714716,0.3167481470551814,9,surrogate,74.86525880873184,,
