scenario,surrogate_mean,surrogate_95ci_lo,surrogate_95ci_hi,z_score,surrogate_std,shuffle_idx,kind,phi_spectral_mean,parquet_phi_mean,parquet_match
leadership_lam_1.6,11.938589165847135,11.186078129776782,12.52123489269051,8.38327952157987,0.4686088789956956,-1,observed,15.86706838476225,15.86706838476225,True
leadership_lam_1.6,11.938589165847135,11.186078129776782,12.52123489269051,8.38327952157987,0.4686088789956956,0,surrogate,11.45321573257313,,
leadership_lam_1.6,11.938589165847135,11.186078129776782,12.52123489269051,8.38327952157987,0.4686088789956956,1,surrogate,12.075338916801263,,
leadership_lam_1.6,11.938589165847135,11.186078129776782,12.52123489269051,8.38327952157987,0.4686088789956956,2,surrogate,12.315533134312773,,
leadership_lam_1.6,11.938589165847135,11.186078129776782,12.52123489269051,8.38327952157987,0.4686088789956956,3,surrogate,11.472579818692015,,
leadership_lam_1.6,11.938589165847135,11.186078129776782,12.52123489269051,8.38327952157987,0.4686088789956956,4,surrogate,11.108522051545584,,
leadership_lam_1.6,11.938589165847135,11.186078129776782,12.52123489269051,8.38327952157987,0.4686088789956956,5,surrogate,11.934964839344204,,
leadership_lam_1.6,11.938589165847135,11.186078129776782,12.52123489269051,8.38327952157987,0.4686088789956956,6,surrogate,12.572130116726697,,
leadership_lam_1.6,11.938589165847135,11.186078129776782,12.52123489269051,8.38327952157987,0.4686088789956956,7,surrogate,12.34592912101031,,
leadership_lam_1.6,11.938589165847135,11.186078129776782,12.52123489269051,8.38327952157987,0.4686088789956956,8,surrogate,11.853939432938965,,
leadership_lam_1.6,11.938589165847135,11.186078129776782,12.52123489269051,8.38327952157987,0.4686088789956956,9,surrogate,12.253738494526417,,
