metric,eta2,ci_lo,ci_hi,n_conditions,n_seeds_per_condition,histogram_sign_only
traj_TP_2,0.9969884198387252,0.9955444892248329,0.9991719645540192,4,5,False
traj_TP_1,0.9958490822701989,0.9945800739034077,0.9987656523354438,4,5,False
traj_MP_2,0.9947000895437792,0.991593888195537,0.9987437762417467,4,5,False
snap_TP_1,0.9896481378311162,0.9837758889679351,0.9984380237250695,4,5,False
snap_TP_0,0.9864840572553086,0.9819247854171324,0.9964520162953914,4,5,False
traj_MP_1,0.9849527976123904,0.9809183803373784,0.9937468028756682,4,5,False
traj_B_prev_2,0.9829897571759935,0.9801800513393124,0.9927699849923604,4,5,False
snap_B_prev_1,0.9810358398493002,0.9743403566487121,0.997270807648144,4,5,False
snap_MP_1,0.9713922509577206,0.9584092268522652,0.996136719234793,4,5,False
traj_TP_0,0.941156469374018,0.9211707460919447,0.9815535988809694,4,5,False
phi_spectral,0.9361762622796698,0.9185472283892205,0.9792565255256835,4,5,False
phi_norm,0.9302915233201997,0.907656187623975,0.9780118054300252,4,5,False
snap_B_prev_2,0.9096388872219134,0.8369913750290706,0.9888465520182972,4,5,False
traj_B_prev_0,0.9031726147558943,0.8755975599080089,0.9609122136922292,4,5,False
traj_B_base_0,0.8737457586662727,0.8377268670902277,0.9577164411342038,4,5,False
snap_B_base_0,0.8643689535755164,0.8150990910280962,0.9767330326830255,4,5,False
polarization,0.8633377078128563,0.8136015570086619,0.9642469071926993,4,5,False
angular_momentum_norm,0.8053993989748399,0.7494258603318888,0.9340768347157699,4,5,False
snap_MP_2,0.802836014823585,0.6376786405289262,0.9761558361759994,4,5,False
local_density,0.7253863868961132,0.6712262333980387,0.9208644225406458,4,5,False
LCC_fraction,0.7019403677719073,0.6116707137454847,0.8847899821435095,4,5,False
snap_TP_2,0.6494365024630898,0.48627640935361294,0.9226642309472829,4,5,False
traj_B_base_1,0.5020190670718926,0.3551529579795894,0.8774643204184206,4,5,False
traj_B_prev_1,0.49765677206329084,0.39081808643652804,0.7835648498658295,4,5,False
snap_B_prev_0,0.2865847966438355,0.1284485182151067,0.8136148501431486,4,5,False
traj_B_base_2,0.14146429275213418,0.017106041714746646,0.6883938389386737,4,5,False
snap_B_base_2,0.14023288904049921,0.09475207234442029,0.7804092891700594,4,5,False
snap_MP_0,0.12704784420653736,0.04640853148564463,0.7925929266908983,4,5,False
milling_score,0.10922344308346846,0.050249651847789616,0.6705488221658326,4,5,False
traj_MP_0,0.0786414162144491,0.00984029051617037,0.7739884751820609,4,5,False
snap_B_base_1,0.024226083585621346,0.015204740916221761,0.5928429417234787,4,5,False
