condition,phi_spectral,phi_norm,snap_TP_0,snap_MP_0,snap_B_base_0,snap_B_prev_0,snap_TP_1,snap_MP_1,snap_B_base_1,snap_B_prev_1,snap_TP_2,snap_MP_2,snap_B_base_2,snap_B_prev_2,traj_TP_0,traj_MP_0,traj_B_base_0,traj_B_prev_0,traj_TP_1,traj_MP_1,traj_B_base_1,traj_B_prev_1,traj_TP_2,traj_MP_2,traj_B_base_2,traj_B_prev_2,polarization,milling_score,angular_momentum_norm,local_density,LCC_fraction
split_merge,-29.641322104911367,-0.033059863573724646,4.2046527221318115,-0.31874971812770525,-1.9613629341125467,0.49500956525725703,-0.262098296803813,0.07347274191917919,-0.48082052373117024,0.07648484524219262,-0.04361525697092855,-0.016369771572851327,-0.008184885786425664,-0.006425846392108546,-30.908527057978404,-0.11086460544217047,0.008742643171742337,-0.2816683869208063,-0.5827975926860689,-0.0355677858475717,-0.09163485880820976,-0.03045973008678804,-0.056072821924763344,-0.01919244566271382,-0.011747947815925891,-0.012255588654548885,-0.07918205671476064,-0.0027222680542116073,-1.750602419846583,-0.0013191159570814038,-0.10991935483870974
