condition,sweep,snap_TP_0,snap_TP_1,snap_TP_2,snap_MP_0,snap_MP_1,snap_MP_2,snap_B_base_0,snap_B_base_1,snap_B_base_2,traj_TP_0,traj_TP_1,traj_TP_2,traj_MP_0,traj_MP_1,traj_MP_2,traj_B_base_0,traj_B_base_1,traj_B_base_2
none,split_merge_sweep,0.20618602846826414,0.3453642087672704,-0.1990128834773109,0.06647071110978484,0.37859210408522564,-0.21398007292939675,-0.28845768537213134,0.18061346923564367,-0.1891704435470782,-0.1496672734326042,0.07309540150995195,-0.03690108490208133,-0.3386499955238578,0.258586732714631,-0.017040452469946166,0.033229043046714854,-0.1809939595065052,0.03242592109199218
split_merge,split_merge_sweep,0.4949121184088806,0.4957775058935871,-0.351940553376664,-0.13441854913312046,0.40203216854167284,-0.3307071349311882,-0.3609111785829879,0.340787695685553,-0.3101548233280994,0.003834561785682313,0.04146399689654143,-0.005224504942293866,-0.09322312076631555,0.2055892095132941,0.02252507987977555,-0.05050629594809118,-0.1137664322159787,0.0698563234752959
