sweep,condition,seed,git_commit,timestamp,phi_spectral_mean,phi_norm_mean,polarization_mean,milling_score_mean,angular_momentum_norm_mean,local_density_mean,LCC_fraction_mean,snap_TP_0_mean,snap_MP_0_mean,snap_B_base_0_mean,snap_B_prev_0_mean,snap_TP_1_mean,snap_MP_1_mean,snap_B_base_1_mean,snap_B_prev_1_mean,snap_TP_2_mean,snap_MP_2_mean,snap_B_base_2_mean,snap_B_prev_2_mean,traj_TP_0_mean,traj_MP_0_mean,traj_B_base_0_mean,traj_B_prev_0_mean,traj_TP_1_mean,traj_MP_1_mean,traj_B_base_1_mean,traj_B_prev_1_mean,traj_TP_2_mean,traj_MP_2_mean,traj_B_base_2_mean,traj_B_prev_2_mean,phi_spectral_ci_lo,phi_norm_ci_lo,polarization_ci_lo,milling_score_ci_lo,angular_momentum_norm_ci_lo,local_density_ci_lo,LCC_fraction_ci_lo,snap_TP_0_ci_lo,snap_MP_0_ci_lo,snap_B_base_0_ci_lo,snap_B_prev_0_ci_lo,snap_TP_1_ci_lo,snap_MP_1_ci_lo,snap_B_base_1_ci_lo,snap_B_prev_1_ci_lo,snap_TP_2_ci_lo,snap_MP_2_ci_lo,snap_B_base_2_ci_lo,snap_B_prev_2_ci_lo,traj_TP_0_ci_lo,traj_MP_0_ci_lo,traj_B_base_0_ci_lo,traj_B_prev_0_ci_lo,traj_TP_1_ci_lo,traj_MP_1_ci_lo,traj_B_base_1_ci_lo,traj_B_prev_1_ci_lo,traj_TP_2_ci_lo,traj_MP_2_ci_lo,traj_B_base_2_ci_lo,traj_B_prev_2_ci_lo,phi_spectral_ci_hi,phi_norm_ci_hi,polarization_ci_hi,milling_score_ci_hi,angular_momentum_norm_ci_hi,local_density_ci_hi,LCC_fraction_ci_hi,snap_TP_0_ci_hi,snap_MP_0_ci_hi,snap_B_base_0_ci_hi,snap_B_prev_0_ci_hi,snap_TP_1_ci_hi,snap_MP_1_ci_hi,snap_B_base_1_ci_hi,snap_B_prev_1_ci_hi,snap_TP_2_ci_hi,snap_MP_2_ci_hi,snap_B_base_2_ci_hi,snap_B_prev_2_ci_hi,traj_TP_0_ci_hi,traj_MP_0_ci_hi,traj_B_base_0_ci_hi,traj_B_prev_0_ci_hi,traj_TP_1_ci_hi,traj_MP_1_ci_hi,traj_B_base_1_ci_hi,traj_B_prev_1_ci_hi,traj_TP_2_ci_hi,traj_MP_2_ci_hi,traj_B_base_2_ci_hi,traj_B_prev_2_ci_hi
alignment_rule_sensitivity,mean,0,945051549759ea6236a169153311776e3155de00,2026-04-21T17:27:39.560093+00:00,125.1157906520633,0.3468871888240166,0.6136631833161388,0.7744011474044129,17.68029983637868,0.005199524606662912,0.7250000000000003,99.30045603095523,39.998589854086596,15.866580932371077,4.751519680023193,1.4565524016657183,0.38293206691741943,1.2357444763183594,0.13321068017713486,0.19332809986606722,0.15076887607574463,0.07538443803787231,0.06605409422228413,330.4503795812207,15.830970702632781,5.0048643389055805,2.5042369750238236,2.701186833843108,0.8828852330484698,0.8097316988052861,0.4466783692759852,0.14378541515719506,0.08750887840024886,0.36717653274536133,0.06077003479003906,96.77746030178501,0.2727321846680146,0.5974764086509017,0.7546593672709043,16.904560078459284,0.005147619559093267,0.7250000000000002,94.48864096976637,37.15715144680392,14.08582335056797,4.145121366362417,1.292573739299851,0.3311628249383742,1.2357444763183594,0.11142320565639004,0.14154302747018876,0.10828592883002373,0.05414296441501187,0.05301256944094935,298.99826834023963,15.486492129295103,4.5835638280837765,2.078867358738376,2.0575570814071162,0.7379430572832785,0.7828950332057092,0.38748405287342685,0.05259367650555027,0.03647657056008616,0.36717653274536133,0.03173695533506332,155.43758342439838,0.42288708738150654,0.630903686811393,0.793274517950878,18.403166282063957,0.005265821223917798,0.7250000000000002,104.26482223339318,43.069821791495045,17.68412220554967,5.357296345695373,1.6175906197678658,0.4353737386003617,1.2357444763183594,0.15775604887354758,0.24756372647900735,0.195706689069348,0.097853344534674,0.08134719638093825,367.79721051978487,16.14826496185795,5.4316482615086334,2.9760151017096734,3.4872333866934615,1.032765987034767,0.8342493007259983,0.5123042400806181,0.25278143882751464,0.14405680779487856,0.36717653274536133,0.08992800712585448
alignment_rule_sensitivity,mean,1,945051549759ea6236a169153311776e3155de00,2026-04-21T17:28:19.288966+00:00,158.22875379049384,0.4641779804845426,0.8052392064427142,0.8586945257824075,18.156061168876796,0.006420130713262204,0.8249999999999997,104.84754204353497,43.624335381292525,19.53508807766822,3.986365164479902,1.3223385330169433,0.388637492733617,1.9572534561157227,0.16243927324971846,0.18130713124429026,0.1260556367135817,0.06302781835679085,0.06833241831871771,307.7548889306284,15.703968448023643,5.459026413579141,2.717476221822923,1.756670828788511,0.7076963686173962,0.6155866115323959,0.4118184158878942,0.1020916969545426,0.03287592241840978,0.6536430235831968,0.026957927211638418,131.6684478553335,0.38934983836971127,0.7850326363178588,0.8372414127921631,16.474823847801527,0.006413352830474042,0.8249999999999995,100.05059074914203,41.36875131668583,17.76802824697187,3.302384590333508,1.1934819990588774,0.3554810437463945,1.9572534561157227,0.14310008167259156,0.13672610184838696,0.09608283571658595,0.048041417858292974,0.056742341576084016,284.42030834594084,15.311948354782597,5.175895690533423,2.2788117583720915,1.246130116716508,0.5530499554449512,0.596147721429025,0.341568884638048,0.002116036415100099,0.002116036415100099,0.6382018673804498,0.00293865280766641,184.12543340459916,0.5341154597056584,0.823384294677777,0.8799414898151273,19.755918311423034,0.006426293475030395,0.8249999999999995,110.17119142259621,45.80754249941918,21.320566888009346,4.673711342965403,1.466404929901323,0.42482936324611786,1.9572534561157227,0.18150634741590868,0.23064379528645546,0.15738824144486457,0.07869412072243229,0.08016532101938802,336.94865447657725,16.120861804100773,5.704558936242134,3.230685898373204,2.3377740281243478,0.8560085869604541,0.6380048717221906,0.48473430525872013,0.294989739694903,0.08389285302931263,0.6613636016845703,0.061139565898526094
alignment_rule_sensitivity,mean,2,945051549759ea6236a169153311776e3155de00,2026-04-21T17:28:59.096498+00:00,113.14930574641967,0.30493106353915006,0.6366434795571374,0.8310768057035886,14.120353950207717,0.003711480437826895,0.5749999999999998,118.6409335523363,35.9324523556617,12.642092766300324,4.195060083943028,1.4019558218217665,0.40414548304773146,1.5664043426513672,0.15527356440021145,0.134413234649166,0.09219251140471428,0.04609625570235714,0.05246515812412385,337.7928062715838,16.03732527455976,4.526435852050781,2.65149889838311,2.2657279352987967,0.8246595628799931,0.9855331144025249,0.5116943543957125,0.03708694827172064,0.031246985158612652,0.3356924057006836,0.02724384492443454,91.35704010967524,0.25265081912427156,0.6027032296558401,0.8171299617758161,13.000392036072242,0.0037038275237286245,0.5749999999999996,110.58438637210357,33.13538030501335,12.128809146727287,3.6514354974992815,1.2572479297076502,0.36029943112404117,1.5664043426513672,0.13666897493024024,0.09743037377634357,0.0707951130405549,0.03539755652027745,0.04341452544735324,316.4920833837602,15.694585678654333,4.155176009285835,2.253592624971944,1.6148985943486613,0.6481499468126605,0.956488852347097,0.4241230466673451,0.014846106498472152,0.01288726483621905,0.3356924057006836,0.015036951726482761,135.26528921140385,0.3594839106774512,0.6665181311168906,0.8447722585578955,15.309673955169728,0.003720712066280025,0.5749999999999996,127.52541405920299,38.790950264469274,13.234395360177563,4.782902665292063,1.534429351168294,0.4485093578215568,1.5664043426513672,0.17561201232094917,0.17463694907003832,0.11357751296412559,0.056788756482062795,0.061202896987238235,362.0790537435201,16.355666189039905,4.867785564161116,3.0409653538657775,2.9543864057910056,1.0088518350355087,1.0106278757895193,0.6006998948512539,0.06408325549094906,0.05364995694929553,0.3356924057006836,0.03914698554623511
alignment_rule_sensitivity,mean,3,945051549759ea6236a169153311776e3155de00,2026-04-21T17:29:38.507247+00:00,103.71492817693994,0.26480702509706827,0.6253600240024181,0.8127242866839388,19.295692476661173,0.004046514428111431,0.5500000000000002,99.24221772267934,36.30862998962402,13.84083338706724,2.8373493917526735,1.2321715835602052,0.34290424854524676,0.4267711639404297,0.1378317456091604,0.13892480634873913,0.12097521751157699,0.06048760875578849,0.06464988185513404,326.7747224107865,15.38355593527517,4.6742146707350205,3.092239741356142,1.575907907178325,0.6187274071478075,0.8500717839887065,0.37020054171162264,0.018735270346364668,0.01298738295032132,0.18732929229736328,0.01298738295032132,83.88032363277163,0.21451461475667188,0.5822712393461135,0.7893857385683073,18.615062624593424,0.004046514428111433,0.5500000000000003,95.82865608883722,34.14226017613565,12.478981363388801,2.3478173353979663,1.067601663643314,0.29941001255666055,0.4267711639404297,0.1206990823149681,0.08865139292132469,0.07779195597094875,0.038895977985474374,0.0471087061589764,307.0043940272062,15.02396411511206,4.311648536497547,2.5557583030193083,1.1707086324691773,0.49413472683198995,0.8267252306784353,0.31189615091969886,0.0,0.0,0.18732929229736328,0.003483372349892893,124.15264311111633,0.3161712690191891,0.6675016422963803,0.8338901615896241,19.985475497646505,0.004046514428111433,0.5500000000000003,102.3258694633451,38.44368896484375,15.234070261063113,3.3543158854207684,1.377992210344922,0.3812000620749689,0.4267711639404297,0.15546638417628506,0.19476248641167918,0.1656944772889537,0.08284723864447685,0.08444295006413613,347.73804072929966,15.738702037257532,4.997203936115388,3.6334614565295555,2.0304596791344305,0.7521044450421487,0.8699982243199502,0.4433288716500805,0.04862988379693801,0.033645260718560985,0.18732929229736328,0.02557261336234307
alignment_rule_sensitivity,mean,4,945051549759ea6236a169153311776e3155de00,2026-04-21T17:30:17.262568+00:00,131.8599656566202,0.3712789478204481,0.6249962353225766,0.7327195403468395,10.611356029790597,0.005802583863913585,0.7693548387096775,63.945075160252955,28.26839925396827,19.59390578731414,4.588000832065459,1.538294941186905,0.39421097693904755,0.21267370062489663,0.15069949242376512,0.12973741562135757,0.1037822961807251,0.05189114809036255,0.052225989680136406,301.92523570214547,14.67372614337552,5.325328273157919,2.957639974932517,1.6231456495100451,0.7012974523728893,0.5137081684604767,0.399910488436299,0.07813407528784967,0.033507347106933594,0.11684934554561492,0.023959129087386594,100.67103063839208,0.282697810514033,0.5814644763983352,0.7002258239997835,9.276279550826056,0.005402004348981146,0.7169354838709682,55.783288975771995,20.25645230499006,18.030850751938356,3.4039887408575704,1.3562194766296496,0.35068639968672105,0.19646726207387064,0.13182211080866477,0.07701777969637225,0.059729686283296154,0.029864843141648077,0.034169781304174855,274.64023645625963,13.732937422875434,4.763182495101805,2.3805147351757174,1.2691654716768572,0.5677432402487724,0.4941993903729224,0.34448579511334815,0.001330990945139239,0.001330990945139239,0.1115570068359375,0.004955537857547883,162.22103031836102,0.45987381163850266,0.6682975219520487,0.7688823574684654,12.15462671296492,0.006277170186726074,0.8217741935483873,72.65338294281953,36.7627657906663,21.50299114719514,5.757975939973709,1.7324085942439493,0.4383393602025124,0.22897882043353973,0.17119386450898263,0.1835243822105469,0.15374828182881878,0.07687414091440939,0.07048359936283481,330.6574617382019,15.583499577737623,5.860796643072559,3.601634828121431,2.0307673546575726,0.8309581998855836,0.535759711265564,0.45325364758891445,0.1895512380907612,0.07302601645069737,0.12671330667311145,0.04684678739117038
alignment_rule_sensitivity,sum,0,945051549759ea6236a169153311776e3155de00,2026-04-21T17:30:56.327046+00:00,51.01032694892242,0.1278776387931762,0.6627001573667758,0.9084301548730672,19.766138301746683,0.0045478524988508415,0.525,51.13152425524388,33.59724970786802,15.150414651440036,4.0943680424844064,0.620794570734424,0.5804623865312145,1.2393131256103516,0.017047985907523863,0.0010544561570690525,0.0010544561570690525,0.0005272280785345262,0.0007618934877457157,411.5367031808822,14.418379045301869,4.542029226979902,2.320172086838753,2.641839688824069,0.756524762799663,0.8470847375931279,0.44250265244514714,0.18524403725900956,0.07833210114509828,0.5761611692367061,0.05858058314169607,40.49559209382818,0.10149478560110779,0.6309334918141744,0.9004293227278765,18.569905628270135,0.0045478524988508415,0.5250000000000001,46.92059944802445,29.781083043159974,14.569292440722066,3.4842567966830345,0.5928545651116198,0.5580277959185261,1.2393131256103516,0.01350898633620912,0.00024154878431750882,0.00024154878431750882,0.00012077439215875441,0.0002594857446609005,388.9533924644993,13.923553398347671,4.247111379331158,1.8585694659140801,2.0072713863465093,0.6198989299035842,0.8346480473395317,0.3855592477706171,0.07174820438508064,0.03758160145052018,0.574563334065099,0.0360058965221528,62.216681704795626,0.1559236854156636,0.692325902824802,0.9160491066328543,21.047733979824386,0.0045478524988508415,0.5250000000000001,55.730956024932674,37.92586140940266,15.812781342383355,4.675080433968574,0.6525499225503975,0.6044302830773015,1.2393131256103516,0.020935758560775748,0.002015715068386447,0.002015715068386447,0.0010078575341932235,0.0013334049332526423,433.40055554379376,14.860094673402847,4.838667361967025,2.8012065900910286,3.2860913734282216,0.8825037156381915,0.8574751269432807,0.502404535201288,0.3159260465252784,0.1203336723389164,0.5769600868225098,0.08207290134122294
alignment_rule_sensitivity,sum,1,945051549759ea6236a169153311776e3155de00,2026-04-21T17:31:35.403284+00:00,91.70553571614536,0.2399617558517456,0.7165790526329743,0.8958044592058125,10.335093123741077,0.003002214134983528,0.38709677419354843,100.24299013209078,39.37199408008206,12.895929428838915,4.258590882824313,0.5212650260617656,0.34467491411393686,3.1474809646606445,0.0562339271268537,0.00046250897069131176,0.00046250897069131176,0.3776378631591797,0.0004518147437803207,350.37094832043493,15.752355052578833,5.177254030781407,2.1147528848340436,1.593571416793331,0.46534375221498553,0.7055945242604902,0.25990985285851265,0.16742329443654708,0.072160828498102,0.1856049568422379,0.05471481046368999,69.33027349421312,0.18068755368023265,0.691805566925,0.8889696984154775,9.522628971908905,0.002975161805619175,0.38225806451612915,96.00909958235813,36.881251310533095,11.983385289869,3.7137467099774266,0.4567670551999923,0.30939847327047776,3.1474809646606445,0.03628591452875445,0.0,0.0,0.3776378631591797,0.0,331.31219144655813,15.261942544291095,4.7690834583774695,1.7305252296309317,1.0043216936049923,0.3917279231932856,0.684311253793778,0.22085053593881668,0.03766517023886404,0.03044238551970451,0.18430288376346712,0.031117185085050524,115.76949522995702,0.3038116938114583,0.7367658516003878,0.9029142249791264,11.181137756331115,0.0030279452537063864,0.39112903225806467,104.98875316846515,41.67364088181527,13.92346200173901,4.801687478250073,0.5774237505370571,0.3787207810148116,3.1474809646606445,0.08156790478575615,0.0013661384582519531,0.0013661384582519531,0.3776378631591797,0.0011134955190843152,371.70342940072857,16.226864887052965,5.514295086168474,2.5007494116983104,2.424747215163323,0.5464947008317517,0.7209150560440556,0.30091005909827445,0.3542918897444201,0.11806988254670173,0.18719750065957347,0.08153148697268578
alignment_rule_sensitivity,sum,2,945051549759ea6236a169153311776e3155de00,2026-04-21T17:32:15.006181+00:00,91.81999100836538,0.27829211749269156,0.9010208350871441,0.9178722220627145,30.06063391002568,0.007477936715169865,0.875,82.45387701918521,53.82152532762097,18.57067729580787,1.9180604257891256,0.6793315564432452,0.43101488774822605,2.1012325286865234,0.018195190737324375,0.0,0.0,0.0,0.0,503.10648668965985,15.800192832946777,4.8352384951806835,1.5111347321541078,4.6700667719687186,0.7454858595325101,0.720115307838686,0.389208932076731,0.43408433852657197,0.14716634442729334,0.5931892395019531,0.11014826067032353,71.47247541265897,0.21731963509618857,0.8964934016399828,0.9127459510954085,29.937422888968968,0.007470955957960793,0.875,81.00226392154431,52.40902090072632,18.03187330153681,1.4800628692873061,0.6090154937198086,0.39974812134619686,2.1012325286865234,0.016358477117553834,0.0,0.0,0.0,0.0,491.5293321663334,15.395662026251516,4.584962736022088,1.2171320349939407,3.695625908913151,0.6527588029061594,0.7093290540479844,0.34286141933933384,0.22062246491832116,0.0847748456462737,0.5931892395019531,0.07931883373568135,114.14957204915532,0.34162647001906893,0.9052895953642904,0.9232512061226286,30.174127911916994,0.00748425205390467,0.875,83.7793635402055,55.12675031538933,19.231476202318746,2.3234388935950494,0.7439856288894531,0.458548550548092,2.1012325286865234,0.01992316303714629,0.0,0.0,0.0,0.0,515.0628474985399,16.220072362499852,5.104352336352871,1.8474248666917126,5.599958237524956,0.8421379189337453,0.7259106636047363,0.4368170788211207,0.6697103461911601,0.20939993935246617,0.5931892395019531,0.14218368145727342
alignment_rule_sensitivity,sum,3,945051549759ea6236a169153311776e3155de00,2026-04-21T17:32:53.985650+00:00,63.737471116165814,0.16391659304438672,0.7512054968616592,0.9206777240526368,22.424312142518815,0.004726901809829219,0.6000000000000002,75.68192047529644,52.42620320473948,21.7825743767523,2.2082950222876763,0.13734737327021937,0.07623304859284431,4.3897247314453125,0.026455456210720922,0.004964651600007088,0.004947327798412692,0.002473663899206346,0.0031183669644017373,474.80867913461503,15.034621823218561,3.1588820334403747,1.4908121631991478,2.94436833166307,0.6853742291850429,0.7841979149849184,0.36701454654816656,0.1620465555498677,0.07835575842088269,0.15441106980846775,0.05794911230764081,51.62708373809243,0.13290365563467152,0.7355643856068079,0.9166911539101167,21.129964693323277,0.00472690180982922,0.6000000000000001,73.45272473362574,50.25411187141172,19.805180485017836,1.7578439312596474,0.11967004893287535,0.06739351720579209,4.3897247314453125,0.024219079363730647,0.0032033767431013044,0.0032001274247323314,0.0016000637123661657,0.0021666482090950015,462.47986142443074,14.654690610208819,2.7949763451853107,1.252260773797189,2.351487844990146,0.6023222077277399,0.7577277556542428,0.3343182198462948,0.0795356781251969,0.04023255148241597,0.15382243740943172,0.036312928507404946,76.72739588617473,0.19778262693489226,0.7680304256503697,0.9246163220971335,23.69970935157194,0.00472690180982922,0.6000000000000001,77.98059670252184,54.6723212980455,23.902651254592403,2.6347614965131205,0.15618349844890256,0.0856325187029377,4.3897247314453125,0.028602861204454978,0.007073911447678842,0.00707277819033592,0.00353638909516796,0.004155499416012918,486.38829210496715,15.377034751830562,3.4764840968193544,1.737898241319964,3.603591111398512,0.7740425255990797,0.8077197413290701,0.40318020966745194,0.2659607887268066,0.11894303444893128,0.15508257958196825,0.08122027420228527
alignment_rule_sensitivity,sum,4,945051549759ea6236a169153311776e3155de00,2026-04-21T17:33:33.233820+00:00,99.13298440829777,0.2551427538192889,0.21431354101352687,0.883675011196429,22.10854289406018,0.004643345464705984,0.5749999999999998,69.60844583337706,51.858912806357104,16.932231226275043,4.298327415220199,0.2443799756227001,0.21523151090068202,0.10761575545034101,0.014403700828552246,0.0,0.0,0.0,0.0,462.47172131846025,16.90560374721404,4.136951938752206,1.9636844204318138,4.418188571929932,0.6792641301308909,0.9281343029391381,0.3385076061371834,0.7016211171304026,0.2458439488564768,0.2835705049576298,0.14691960427068895,74.16729059005938,0.19040527710557714,0.20592733728731905,0.875161329970223,21.886026403526827,0.004643345464705986,0.5749999999999996,67.25600459824408,49.51697924521662,15.767604420261998,3.575569823480422,0.22686257751718644,0.1945978465580171,0.09729892327900855,0.01165164040942346,0.0,0.0,0.0,0.0,440.55204155118236,16.57324860557433,3.778210891062214,1.4573976132177537,3.8244917150466673,0.627575582842673,0.898595328484812,0.31150581682882006,0.5132795003152663,0.19751127458387807,0.2767849583779612,0.12858295209946172,123.35680753236984,0.3179976407518193,0.2224024015473607,0.8925567599428789,22.351098082530154,0.004643345464705986,0.5749999999999996,72.1328383507162,54.37383121367424,18.28505501285676,4.91753016748736,0.2625891122486322,0.23643733580266274,0.11821866790133137,0.017216730983026566,0.0,0.0,0.0,0.0,485.11441860314335,17.220402671444802,4.520722839524669,2.5138361519382846,5.036442382874028,0.7389416225494877,0.954635521673387,0.3665363219476515,0.9054112134441252,0.2928829654570549,0.28767967224121094,0.16560634182345485
