condition,sweep,snap_TP_0,snap_TP_1,snap_TP_2,snap_MP_0,snap_MP_1,snap_MP_2,snap_B_base_0,snap_B_base_1,snap_B_base_2,traj_TP_0,traj_TP_1,traj_TP_2,traj_MP_0,traj_MP_1,traj_MP_2,traj_B_base_0,traj_B_base_1,traj_B_base_2
wa_0.0,n_sensitivity_N160,-0.5693354420936408,-0.47382948882456494,-0.005058040643370833,0.17831458327116465,-0.3238787263883501,-0.026707648234907937,0.19519750936300723,0.23821339950372206,0.30607685263282747,-0.6793888573901106,-0.18443197755960727,-0.08121213929754409,-0.056891766882516175,0.16506520247083045,0.19274268150756468,0.13091256569517437,0.30750735940076757,0.4008908342709184
wa_0.6,n_sensitivity_N160,0.474545671570529,0.5587568261167973,-0.2687923368446182,0.1572468741607233,0.3423950344662946,-0.3368893796066963,-0.07539725351787062,0.09009200867264398,-0.43510626820584747,-0.3365014472859658,-0.26024290531467276,-0.2758497209871385,-0.4589985377935602,0.28639849601623346,0.006997702247023364,-0.000755205523788974,-0.03264930322935254,0.22586950750219661
wa_1.2,n_sensitivity_N160,0.12109456596341499,0.4219510011637969,-0.2825639342305511,-0.3383366655724986,0.24639670555936852,-0.26195875981021155,-0.2173296549173127,0.29441748262679684,-0.2981058212474762,-0.30470591745993847,-0.2858315180090119,-0.31073378890513564,-0.40644862880845084,0.13607472173316223,-0.14338575393154485,0.10252300294376032,-0.0672603289371124,0.15865932312633893
wa_1.8,n_sensitivity_N160,0.13100176061591715,0.2502163468711766,-0.1290919399600131,-0.36695413446331054,0.3742950076094416,-0.13831279281429976,-0.1871060216081254,-0.10174858542107747,-0.10847217298830202,-0.1530840619498075,-0.11852824445704392,-0.1622899943302199,-0.1802244039270687,0.15520276923995102,0.07576616633344274,0.05892144321316831,0.06666874738456682,0.1014163979930457
