condition,phi_spectral,phi_norm,snap_TP_0,snap_MP_0,snap_B_base_0,snap_B_prev_0,snap_TP_1,snap_MP_1,snap_B_base_1,snap_B_prev_1,snap_TP_2,snap_MP_2,snap_B_base_2,snap_B_prev_2,traj_TP_0,traj_MP_0,traj_B_base_0,traj_B_prev_0,traj_TP_1,traj_MP_1,traj_B_base_1,traj_B_prev_1,traj_TP_2,traj_MP_2,traj_B_base_2,traj_B_prev_2,polarization,milling_score,angular_momentum_norm,local_density,LCC_fraction
alpha_0.2,52.17702403215242,0.11357075469324429,180.90455226832697,-4.939707242673439,-4.841078315242644,0.0456064653973427,7.958102617917522,3.5489892171275237,1.0317161746563448,1.7255259692668914,0.08796873823288948,0.09706636859524641,0.048533184297623204,0.11126392925939253,112.73236665994892,-0.15742117051155446,-2.000578278879965,-1.1427689844562163,5.640928142301499,0.7966025360168948,-0.017234895306248887,0.21259545972270355,1.3484427298268964,0.43912459035073564,0.07740601108920184,0.2327723103184854,-0.38281533848463095,0.005778782904002466,-9.204853980150792,0.0007694297592242567,-0.5094354838709678
alpha_0.5,5.124063396289813,0.006063658648482462,15.789480118835044,5.04423473842683,-0.7770520887067232,0.6512290296054659,0.29208618931231944,0.08219546791045901,0.010805936974863872,0.0645037591457367,0.014741775681895608,0.009046126565625631,0.004523063282812816,0.004916640443186612,-0.12264095660179919,0.3690087933694155,-0.39018664898410815,-0.2569119934112791,0.09993142081845185,0.07072229308466749,0.006004449629014474,0.03633336867055581,0.014572620391845703,0.0029336498629662228,-6.295634854228127e-05,0.001276153133761504,-0.04168208183618882,0.02374454718234842,-1.7975492249504121,0.013272336292836525,-0.08338709677419343
